"model","ens","year","tx5d","tx5d_ano","gmst_ano"
"CanESM5","r11i1p1f1",1884,293.921722412109,2.97071533203126,-0.908370971679688
"CanESM5","r11i1p1f1",1885,295.716918945312,4.76591186523439,-0.923385620117188
"CanESM5","r11i1p1f1",1886,295.061553955078,4.11054687500001,-0.937301635742188
"CanESM5","r11i1p1f1",1887,295.407409667969,4.45640258789064,-0.956771850585938
"CanESM5","r11i1p1f1",1888,295.908264160156,4.95725708007814,-0.974594116210938
"CanESM5","r11i1p1f1",1889,293.103515625,2.15250854492189,-0.981948852539062
"CanESM5","r11i1p1f1",1890,296.548553466797,5.59754638671876,-0.985183715820312
"CanESM5","r11i1p1f1",1891,294.824737548828,3.87373046875001,-0.982589721679688
"CanESM5","r11i1p1f1",1892,295.623870849609,4.67286376953126,-0.970413208007812
"CanESM5","r11i1p1f1",1893,293.827239990234,2.87623291015626,-0.958419799804688
"CanESM5","r11i1p1f1",1894,293.533050537109,2.58204345703126,-0.946243286132812
"CanESM5","r11i1p1f1",1895,292.851043701172,1.90003662109376,-0.935714721679688
"CanESM5","r11i1p1f1",1896,295.461944580078,4.51093750000001,-0.927780151367188
"CanESM5","r11i1p1f1",1897,293.987121582031,3.03611450195314,-0.920639038085938
"CanESM5","r11i1p1f1",1898,297.06591796875,6.11491088867189,-0.916397094726562
"CanESM5","r11i1p1f1",1899,293.698974609375,2.74796752929689,-0.917068481445312
"CanESM5","r11i1p1f1",1900,293.241790771484,2.29078369140626,-0.920791625976562
"CanESM5","r11i1p1f1",1901,293.608062744141,2.65705566406251,-0.922378540039062
"CanESM5","r11i1p1f1",1902,294.537963867188,3.58695678710939,-0.924240112304688
"CanESM5","r11i1p1f1",1903,294.448669433594,3.49766235351564,-0.927108764648438
"CanESM5","r11i1p1f1",1904,291.557739257812,0.606732177734386,-0.926803588867188
"CanESM5","r11i1p1f1",1905,293.948181152344,2.99717407226564,-0.925460815429688
"CanESM5","r11i1p1f1",1906,295.010528564453,4.05952148437501,-0.927627563476562
"CanESM5","r11i1p1f1",1907,296.149963378906,5.19895629882814,-0.928176879882812
"CanESM5","r11i1p1f1",1908,293.113250732422,2.16224365234376,-0.925094604492188
"CanESM5","r11i1p1f1",1909,295.787109375,4.83610229492189,-0.923294067382812
"CanESM5","r11i1p1f1",1910,295.088714599609,4.13770751953126,-0.921279907226562
"CanESM5","r11i1p1f1",1911,293.622283935547,2.67127685546876,-0.915237426757812
"CanESM5","r11i1p1f1",1912,294.016998291016,3.06599121093751,-0.909072875976562
"CanESM5","r11i1p1f1",1913,293.028991699219,2.07798461914064,-0.904281616210938
"CanESM5","r11i1p1f1",1914,295.405181884766,4.45417480468751,-0.896438598632812
"CanESM5","r11i1p1f1",1915,296.670379638672,5.71937255859376,-0.886520385742188
"CanESM5","r11i1p1f1",1916,293.300262451172,2.34925537109376,-0.877456665039062
"CanESM5","r11i1p1f1",1917,295.61083984375,4.65983276367189,-0.865249633789062
"CanESM5","r11i1p1f1",1918,293.901062011719,2.95005493164064,-0.849197387695312
"CanESM5","r11i1p1f1",1919,295.152191162109,4.20118408203126,-0.833938598632812
"CanESM5","r11i1p1f1",1920,293.819091796875,2.86808471679689,-0.818161010742188
"CanESM5","r11i1p1f1",1921,294.159942626953,3.20893554687501,-0.803176879882812
"CanESM5","r11i1p1f1",1922,296.114379882812,5.16337280273439,-0.790603637695312
